Date,Q
19/01/81,0.331702
20/01/81,0.326772
21/01/81,0.270019
22/01/81,0.318449
23/01/81,0.379552
24/01/81,0.389122
25/01/81,0.343418
26/01/81,0.260429
27/01/81,0.310329
28/01/81,0.487432
29/01/81,0.460114
30/01/81,0.436566
31/01/81,0.346347
1/02/81,0.387005
2/02/81,0.265875
3/02/81,0.184043
4/02/81,0.263039
5/02/81,0.279157
6/02/81,0.248858
7/02/81,0.249664
8/02/81,0.26272
9/02/81,0.2786
10/02/81,0.28844
11/02/81,0.41122
12/02/81,0.403999
13/02/81,0.326424
14/02/81,0.30508
15/02/81,0.350291
16/02/81,0.216865
17/02/81,0.257781
18/02/81,0.32451
19/02/81,0.1419
20/02/81,0.116557
21/02/81,0.103971
22/02/81,0.116505
23/02/81,0.228387
24/02/81,0.251598
25/02/81,0.285467
26/02/81,0.354554
27/02/81,0.287422
28/02/81,0.245845
1/03/81,0.516345
2/03/81,0.51417
3/03/81,0.393907
4/03/81,0.404666
5/03/81,0.368329
6/03/81,0.44051
7/03/81,0.564688
8/03/81,0.565906
9/03/81,0.615902
10/03/81,0.594877
11/03/81,0.5858
12/03/81,0.60784
13/03/81,0.589193
14/03/81,0.582987
15/03/81,0.612625
16/03/81,0.572605
17/03/81,0.510748
18/03/81,0.486852
19/03/81,0.476035
20/03/81,0.507964
21/03/81,0.631765
22/03/81,0.610856
23/03/81,0.596414
24/03/81,0.580986
25/03/81,0.55506
26/03/81,0.55622
27/03/81,0.540096
28/03/81,0.55361
29/03/81,0.555553
30/03/81,0.537457
31/03/81,0.526089
1/04/81,0.521391
2/04/81,0.636753
3/04/81,0.582871
4/04/81,0.745155
5/04/81,0.805881
6/04/81,0.745532
7/04/81,0.660852
8/04/81,0.647396
9/04/81,0.601518
10/04/81,0.593398
11/04/81,0.590353
12/04/81,0.570256
13/04/81,0.57246
14/04/81,0.656995
15/04/81,0.644177
16/04/81,0.674308
17/04/81,0.684516
18/04/81,0.669697
19/04/81,0.668566
20/04/81,0.628053
21/04/81,0.6206
22/04/81,0.612828
23/04/81,0.598618
24/04/81,0.601547
25/04/81,0.57507
26/04/81,0.578782
27/04/81,0.566544
28/04/81,0.579681
29/04/81,0.593137
30/04/81,0.578028
1/05/81,0.593717
2/05/81,0.659692
3/05/81,0.637884
4/05/81,0.622833
5/05/81,0.608971
6/05/81,0.624805
7/05/81,1.23157
8/05/81,1.00505
9/05/81,1.39563
10/05/81,1.43927
11/05/81,0.973443
12/05/81,0.861909
13/05/81,0.880904
14/05/81,0.861445
15/05/81,0.847815
16/05/81,0.821744
17/05/81,0.80359
18/05/81,0.770588
19/05/81,0.776649
20/05/81,0.844045
21/05/81,0.851614
22/05/81,0.828211
23/05/81,0.849961
24/05/81,0.959697
25/05/81,1.04646
26/05/81,1.0217
27/05/81,1.07239
28/05/81,1.71231
29/05/81,1.25045
30/05/81,1.50559
31/05/81,2.04061
1/06/81,4.12003
