"Date","Decade","Station","Flow","Rain","MaxT","gridRain"
1974-12-03,"70_80","COTT",8.9555,31,142.9,42.7624716758728
1974-12-10,"70_80","COTT",6.45807692307692,0,162.1,1.21079909801483
1974-12-17,"70_80","COTT",5.42363384615385,0,187.8,0.368668079376221
1974-12-24,"70_80","COTT",4.64397,5.2,173.7,7.18031787872314
1974-12-31,"70_80","COTT",3.77973,0.8,199.2,0.231184631586075
1975-01-07,"70_80","COTT",0.47009,0,28,0
1975-01-08,"70_80","COTT",3.03272,1,207.1,0.910911202430725
1975-01-15,"70_80","COTT",3.63774,18.2,183.3,20.5091667175293
1975-01-22,"70_80","COTT",2.74649,0,203.6,0
1975-01-29,"70_80","COTT",2.96628923076923,22.6,187.3,29.4696617126465
1975-02-05,"70_80","COTT",2.435,8.8,208,7.92796039581299
1975-02-12,"70_80","COTT",1.95254,23.8,208.7,28.7464647293091
1975-02-19,"70_80","COTT",4.94526,51,175,61.6703053712845
1975-02-26,"70_80","COTT",3.36379153846154,28.4,165.4,27.9326232671738
1975-03-05,"70_80","COTT",2.78282,10,156.7,17.0766738653183
1975-03-12,"70_80","COTT",3.62691,39,154.6,36.7799925804138
1975-03-19,"70_80","COTT",6.43505153846154,12.8,157.3,21.420206785202
1975-03-26,"70_80","COTT",4.14257,19.8,133.9,18.062844991684
1975-04-02,"70_80","COTT",3.19773,20.6,146.7,19.2046506404877
1975-04-09,"70_80","COTT",3.04583,5.8,147,8.95203590393066
1975-04-16,"70_80","COTT",2.59463,3.6,143.6,3.31213808059692
1975-04-23,"70_80","COTT",5.72223153846154,68.6,140.3,52.543429851532
1975-04-30,"70_80","COTT",4.50986,2.2,137.6,4.65731573104858
1975-05-07,"70_80","COTT",4.04728,4.2,122,11.0022832751274
1975-05-14,"70_80","COTT",3.87023,18.2,106.7,19.0958645343781
1975-05-21,"70_80","COTT",6.29924076923077,33.6,107.6,33.943853020668
1975-05-28,"70_80","COTT",4.80927,18.2,112.1,13.8281110525131
1975-06-04,"70_80","COTT",4.06002,0,111.6,0
1975-06-11,"70_80","COTT",3.83562,10.6,97.7,11.7144587039948
1975-06-18,"70_80","COTT",3.56835,1,85.8,3.55819189548492
1975-06-25,"70_80","COTT",11.20199,21.6,81.5,47.4069504141808
1975-07-02,"70_80","COTT",17.4975,19.4,72.9,29.3504294455051
1975-07-09,"70_80","COTT",10.5495,27.6,50,29.6437454223633
1975-07-16,"70_80","COTT",37.3154,147.4,83.7,124.617227911949
1975-07-23,"70_80","COTT",31.2299,4.2,93,5.04174816608429
1975-07-30,"70_80","COTT",13.7194,0.8,123.4,0.248072862625122
1975-08-06,"70_80","COTT",14.4997,42.7,96,42.3170578330755
1975-08-13,"70_80","COTT",13.8408,21.4,90,24.1592248603702
1975-08-20,"70_80","COTT",12.6718,0.2,96.6,0.676938354969025
1975-08-27,"70_80","COTT",10.2666,17.6,83.7,17.9209091067314
1975-09-03,"70_80","COTT",23.4674,66.2,92.8,50.0923185348511
1975-09-10,"70_80","COTT",16.2858,30.4,97.2,23.3826423287392
1975-09-17,"70_80","COTT",12.4569,31.8,131.5,35.961880043149
1975-09-24,"70_80","COTT",13.2342,24.6,125.5,23.0444127321243
